maketxt,modeltxt,yeartxt,component_group,topic_id,topic_label,mfr_name,months_flagged,first_month,latest_month,max_complaints,avg_complaints,median_complaints,max_growth_vs_6mo_avg,avg_topic_strength,max_watchlist_score,high_confidence_months,moderate_or_higher_months,best_signal_tier
RAM,1500,2018,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",3,2023-08-01,2025-04-01,7,4.33,3.0,7.0,0.49,13.468,0,1,Moderate signal
JEEP,GRAND CHEROKEE,2022,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2025-06-01,2025-08-01,7,5.0,5.0,7.0,0.333,12.93,0,2,Moderate signal
GMC,SIERRA 1500,2023,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",3,2025-01-01,2025-04-01,7,5.33,5.0,7.0,0.323,12.464,0,2,Moderate signal
TESLA,MODEL S,2015,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"TESLA, INC.",3,2020-07-01,2020-11-01,7,4.33,3.0,5.25,0.318,11.049,0,1,Moderate signal
HONDA,PROLOGUE,2024,STEERING,19,Tire / suspension / frame rust mixed issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2025-01-01,2026-01-01,7,5.33,6.0,6.0,0.324,9.117,0,2,Moderate signal
FORD,EXPLORER,2015,BACK OVER PREVENTION,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,3,2025-09-01,2025-11-01,7,5.0,4.0,4.2,0.402,9.006,0,1,Moderate signal
HONDA,PROLOGUE,2024,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2025-01-01,2025-12-01,7,5.0,5.0,5.0,0.384,8.159,0,2,Moderate signal
GMC,YUKON,2023,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",3,2025-01-01,2025-03-01,7,5.33,5.0,,0.286,4.314,0,2,Moderate signal
TESLA,MODEL S,2015,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"TESLA, INC.",3,2020-06-01,2020-08-01,7,4.67,4.0,,0.374,3.724,0,1,Moderate signal
CHEVROLET,TRAVERSE,2025,FORWARD COLLISION AVOIDANCE,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",3,2025-07-01,2025-09-01,7,4.67,4.0,,0.35,3.676,0,1,Moderate signal
FORD,ESCAPE,2013,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,3,2020-01-01,2023-02-01,6,4.0,3.0,3.0,0.4,14.862,0,1,Moderate signal
FORD,F-250,2019,SUSPENSION,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,3,2020-12-01,2024-12-01,6,4.0,3.0,6.0,0.38,14.366,0,1,Moderate signal
ACURA,MDX,2020,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2024-07-01,2025-04-01,6,4.0,3.0,6.0,0.483,13.971,0,1,Moderate signal
DODGE,GRAND CARAVAN,2016,POWER TRAIN,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",3,2020-06-01,2023-09-01,6,4.33,4.0,4.0,0.395,13.455,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2022,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",3,2025-01-01,2026-01-01,6,5.0,6.0,6.0,0.308,12.943,0,2,Moderate signal
KIA,SORENTO,2020,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",3,2025-07-01,2026-01-01,6,5.0,5.0,4.0,0.616,12.303,0,2,Moderate signal
JEEP,WRANGLER,2018,POWER TRAIN,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",3,2023-05-01,2023-09-01,6,4.0,3.0,3.6,0.441,12.044,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2019,ENGINE / COOLING,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",3,2025-01-01,2025-05-01,6,4.67,4.0,4.0,0.343,11.806,0,1,Moderate signal
HONDA,CIVIC,2015,POWER TRAIN,6,Transmission shifting / gear engagement issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2021-12-01,2024-06-01,6,4.0,3.0,6.0,0.435,11.602,0,1,Moderate signal
FORD,F-150,2022,POWER TRAIN,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,3,2024-01-01,2025-12-01,6,4.0,3.0,6.0,0.447,11.074,0,1,Moderate signal
TESLA,MODEL X,2016,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"TESLA, INC.",3,2020-10-01,2021-07-01,6,4.33,4.0,6.0,0.391,10.98,0,1,Moderate signal
CHEVROLET,HHR,2008,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"GENERAL MOTORS, LLC",3,2020-07-01,2021-03-01,6,4.33,4.0,6.0,0.406,10.577,0,1,Moderate signal
BMW,328I,2013,ELECTRICAL SYSTEM,2,Check engine light / engine fault complaints,"BMW OF NORTH AMERICA, LLC",3,2024-10-01,2025-01-01,6,4.33,4.0,4.0,0.546,10.199,0,1,Moderate signal
BMW,328I,2013,ENGINE / COOLING,2,Check engine light / engine fault complaints,"BMW OF NORTH AMERICA, LLC",3,2024-10-01,2025-01-01,6,5.0,5.0,4.29,0.517,10.09,0,2,Moderate signal
GMC,SIERRA 1500,2020,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",3,2025-03-01,2025-11-01,6,4.67,5.0,5.0,0.453,10.088,0,2,Moderate signal
CADILLAC,LYRIQ,2024,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"GENERAL MOTORS, LLC",3,2023-09-01,2024-12-01,6,4.0,3.0,6.0,0.543,10.073,0,1,Moderate signal
MERCEDES-BENZ,C300,2012,STRUCTURE,19,Tire / suspension / frame rust mixed issue,"MERCEDES-BENZ USA, LLC",3,2022-03-01,2022-10-01,6,4.33,4.0,4.5,0.487,9.952,0,1,Moderate signal
NISSAN,SENTRA,2015,POWER TRAIN,6,Transmission shifting / gear engagement issue,"NISSAN NORTH AMERICA, INC.",3,2020-02-01,2025-02-01,6,4.0,3.0,5.0,0.457,9.733,0,1,Moderate signal
TESLA,MODEL S,2017,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,"TESLA, INC.",3,2020-06-01,2021-01-01,6,4.33,4.0,6.0,0.323,9.717,0,1,Moderate signal
ACURA,RDX,2019,VISIBILITY / WIPER,19,Tire / suspension / frame rust mixed issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2024-12-01,2026-01-01,6,4.67,4.0,6.0,0.475,9.604,0,1,Moderate signal
HONDA,ODYSSEY,2020,LANE DEPARTURE,12,Cruise / traction / electronic braking control issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2024-12-01,2025-09-01,6,4.67,4.0,4.0,0.565,9.533,0,1,Moderate signal
CHRYSLER,PACIFICA,2018,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,"CHRYSLER (FCA US, LLC)",3,2023-01-01,2024-05-01,6,5.0,5.0,4.0,0.569,9.396,0,2,Moderate signal
JEEP,WRANGLER,2021,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2021-08-01,2024-07-01,6,4.0,3.0,3.0,0.434,8.397,0,1,Moderate signal
MERCEDES-BENZ,C300,2013,STRUCTURE,19,Tire / suspension / frame rust mixed issue,"MERCEDES-BENZ USA, LLC",3,2021-11-01,2023-01-01,6,4.67,5.0,3.0,0.46,8.269,0,2,Moderate signal
SUBARU,LEGACY,2020,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",3,2020-06-01,2021-07-01,6,4.33,4.0,2.4,0.821,7.984,0,1,Moderate signal
FORD,BRONCO SPORT,2021,POWER TRAIN,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,3,2025-03-01,2025-10-01,6,4.0,3.0,3.27,0.446,7.767,0,1,Moderate signal
HONDA,ACCORD,2018,ENGINE / COOLING,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2025-03-01,2025-10-01,6,5.33,6.0,3.0,0.375,7.582,0,2,Moderate signal
GMC,ACADIA,2017,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",3,2020-02-01,2020-08-01,6,5.0,5.0,2.5,0.562,6.133,0,2,Moderate signal
JEEP,CHEROKEE,2018,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2020-01-01,2021-03-01,6,4.0,3.0,2.25,0.491,4.776,0,1,Moderate signal
CHEVROLET,MALIBU,2008,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",3,2020-05-01,2021-02-01,5,3.67,3.0,5.0,0.51,15.091,0,1,Moderate signal
KIA,SPORTAGE,2020,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",3,2025-09-01,2025-12-01,5,4.0,4.0,4.0,0.58,14.133,0,1,Moderate signal
JEEP,CHEROKEE,2019,POWER TRAIN,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",3,2025-02-01,2025-05-01,5,3.67,3.0,3.75,0.384,13.998,0,1,Moderate signal
FORD,F-250,2019,STEERING,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,3,2020-02-01,2022-11-01,5,3.67,3.0,5.0,0.389,13.698,0,1,Moderate signal
HYUNDAI,PALISADE,2021,VISIBILITY / WIPER,8,Windshield / glass cracking issue,HYUNDAI MOTOR AMERICA,3,2020-12-01,2021-06-01,5,4.0,4.0,4.0,0.666,12.834,0,1,Moderate signal
SUBARU,IMPREZA,2020,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",3,2020-10-01,2022-05-01,5,4.33,4.0,4.0,0.82,12.33,0,1,Moderate signal
MERCEDES-BENZ,C300,2015,ENGINE / COOLING,2,Check engine light / engine fault complaints,"MERCEDES-BENZ USA, LLC",3,2023-01-01,2023-03-01,5,4.0,4.0,4.0,0.495,12.306,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2021,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",3,2025-01-01,2026-01-01,5,4.67,5.0,5.0,0.454,12.094,0,2,Moderate signal
MERCEDES-BENZ,C300,2011,STRUCTURE,19,Tire / suspension / frame rust mixed issue,"MERCEDES-BENZ USA, LLC",3,2022-08-01,2023-01-01,5,4.0,4.0,5.0,0.57,11.94,0,1,Moderate signal
CHEVROLET,TAHOE,2019,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"GENERAL MOTORS, LLC",3,2024-05-01,2024-07-01,5,4.33,4.0,5.0,0.564,11.918,0,1,Moderate signal
HONDA,PILOT,2019,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2024-02-01,2024-12-01,5,4.33,4.0,4.0,0.553,11.902,0,1,Moderate signal
RAM,1500,2020,STEERING,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",3,2024-09-01,2025-06-01,5,4.0,4.0,5.0,0.459,11.81,0,1,Moderate signal
HYUNDAI,TUCSON,2018,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,3,2021-01-01,2021-04-01,5,4.33,5.0,5.0,0.787,11.608,0,2,Moderate signal
HONDA,ACCORD,2018,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2022-02-01,2025-07-01,5,4.0,4.0,5.0,0.448,11.544,0,1,Moderate signal
RAM,3500,2018,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",3,2022-12-01,2023-11-01,5,4.33,5.0,4.29,0.647,11.444,0,2,Moderate signal
FORD,EXPLORER,2011,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,3,2022-03-01,2024-07-01,5,3.67,3.0,5.0,0.476,11.429,0,1,Moderate signal
MERCURY,MILAN,2010,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,3,2020-12-01,2022-02-01,5,4.0,4.0,5.0,0.569,11.277,0,1,Moderate signal
KIA,SOUL,2014,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"KIA AMERICA, INC.",3,2020-09-01,2022-08-01,5,3.67,3.0,5.0,0.592,11.259,0,1,Moderate signal
SUBARU,LEGACY,2018,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",3,2020-03-01,2021-02-01,5,4.0,4.0,5.0,0.841,11.126,0,1,Moderate signal
GMC,SIERRA 1500,2019,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",3,2025-02-01,2025-04-01,5,4.0,4.0,4.0,0.639,11.02,0,1,Moderate signal
CHEVROLET,EQUINOX,2016,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"GENERAL MOTORS, LLC",3,2021-03-01,2023-01-01,5,4.33,5.0,5.0,0.433,10.977,0,2,Moderate signal
HONDA,CR-V,2019,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2022-02-01,2022-10-01,5,3.67,3.0,5.0,0.497,10.699,0,1,Moderate signal
FORD,FOCUS,2018,ENGINE / COOLING,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,3,2024-01-01,2024-06-01,5,3.67,3.0,3.0,0.385,10.501,0,1,Moderate signal
JEEP,GRAND CHEROKEE,2014,POWER TRAIN,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",3,2020-07-01,2024-07-01,5,4.0,4.0,5.0,0.556,10.478,0,1,Moderate signal
HONDA,ACCORD,2019,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2025-05-01,2025-09-01,5,4.0,4.0,4.0,0.555,10.435,0,1,Moderate signal
JEEP,COMPASS,2019,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2022-12-01,2023-04-01,5,4.0,4.0,5.0,0.489,10.104,0,1,Moderate signal
HONDA,PILOT,2019,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2025-05-01,2025-12-01,5,4.0,4.0,5.0,0.474,9.934,0,1,Moderate signal
CHEVROLET,SILVERADO 2500,2024,ELECTRICAL SYSTEM,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",3,2023-07-01,2025-03-01,5,4.33,5.0,5.0,0.427,9.77,0,2,Moderate signal
CHEVROLET,SILVERADO 2500,2024,SERVICE BRAKES,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",3,2023-07-01,2025-03-01,5,4.0,4.0,5.0,0.417,9.77,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2014,ELECTRONIC STABILITY CONTROL (ESC),17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",3,2020-04-01,2020-06-01,5,3.67,3.0,2.14,0.477,9.746,0,1,Moderate signal
FORD,EXPLORER,2011,STRUCTURE,8,Windshield / glass cracking issue,FORD MOTOR COMPANY,3,2023-02-01,2025-07-01,5,4.33,4.0,4.0,0.52,9.684,0,1,Moderate signal
HONDA,ODYSSEY,2019,FORWARD COLLISION AVOIDANCE,18,Headlight / low beam visibility issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2024-06-01,2025-10-01,5,4.0,4.0,5.0,0.384,9.668,0,1,Moderate signal
TESLA,MODEL 3,2023,FORWARD COLLISION AVOIDANCE,4,Brake pedal / braking performance issue,"TESLA, INC.",3,2023-04-01,2023-09-01,5,3.67,3.0,3.33,0.481,9.64,0,1,Moderate signal
HONDA,ODYSSEY,2019,STRUCTURE,7,Door latch / lock / unintended opening issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2021-02-01,2025-11-01,5,3.67,3.0,5.0,0.475,9.63,0,1,Moderate signal
HYUNDAI,SANTA FE,2017,ENGINE / COOLING,2,Check engine light / engine fault complaints,HYUNDAI MOTOR AMERICA,3,2022-11-01,2023-04-01,5,4.0,4.0,4.0,0.347,9.607,0,1,Moderate signal
CHEVROLET,MALIBU,2017,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",3,2020-06-01,2022-05-01,5,4.0,4.0,5.0,0.469,9.529,0,1,Moderate signal
SATURN,AURA,2009,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",3,2020-02-01,2022-02-01,5,4.0,4.0,4.0,0.523,9.495,0,1,Moderate signal
JEEP,COMPASS,2022,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"CHRYSLER (FCA US, LLC)",3,2023-02-01,2023-07-01,5,4.0,4.0,4.0,0.515,9.286,0,1,Moderate signal
CHEVROLET,TRAVERSE,2014,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"GENERAL MOTORS, LLC",3,2023-08-01,2024-06-01,5,3.67,3.0,5.0,0.507,9.251,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2020,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",3,2025-01-01,2025-10-01,5,4.0,4.0,5.0,0.443,9.217,0,1,Moderate signal
KIA,TELLURIDE,2023,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"KIA AMERICA, INC.",3,2023-06-01,2024-07-01,5,3.67,3.0,3.0,0.817,9.021,0,1,Moderate signal
TESLA,MODEL 3,2018,SEAT BELTS,13,Seat belt / passenger restraint issue,"TESLA, INC.",3,2023-07-01,2024-07-01,5,3.67,3.0,5.0,0.478,9.017,0,1,Moderate signal
CHEVROLET,TRAVERSE,2018,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",3,2025-05-01,2025-09-01,5,3.67,3.0,3.75,0.58,8.895,0,1,Moderate signal
MERCEDES-BENZ,C300,2016,ENGINE / COOLING,2,Check engine light / engine fault complaints,"MERCEDES-BENZ USA, LLC",3,2022-07-01,2024-02-01,5,3.67,3.0,5.0,0.551,8.774,0,1,Moderate signal
HONDA,PROLOGUE,2024,FORWARD COLLISION AVOIDANCE,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),3,2025-01-01,2025-12-01,5,4.33,4.0,4.0,0.392,8.763,0,1,Moderate signal
KIA,SOUL,2012,STEERING,10,Steering wheel binding / difficult turning issue,"KIA AMERICA, INC.",3,2020-01-01,2023-08-01,5,4.0,4.0,3.0,0.594,8.716,0,1,Moderate signal
TOYOTA,PRIUS,2014,SERVICE BRAKES,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,3,2024-08-01,2026-01-01,5,4.0,4.0,5.0,0.333,8.668,0,1,Moderate signal
CHRYSLER,TOWN AND COUNTRY,2014,SEATS,11,Airbag nondeployment / crash restraint issue,"CHRYSLER (FCA US, LLC)",3,2020-01-01,2020-08-01,5,4.0,4.0,5.0,0.465,8.667,0,1,Moderate signal
JEEP,GRAND CHEROKEE,2018,ELECTRICAL SYSTEM,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",3,2022-01-01,2023-07-01,5,3.67,3.0,3.75,0.379,8.614,0,1,Moderate signal
FORD,F-150,2019,ENGINE / COOLING,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,3,2023-11-01,2025-07-01,5,3.67,3.0,3.0,0.449,8.291,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2014,STEERING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",3,2020-05-01,2021-06-01,5,3.67,3.0,3.0,0.376,7.968,0,1,Moderate signal
NISSAN,ROGUE,2025,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"NISSAN NORTH AMERICA, INC.",3,2025-11-01,2026-01-01,5,4.0,4.0,5.0,0.497,7.95,0,1,Moderate signal
RAM,1500,2021,ENGINE / COOLING,4,Brake pedal / braking performance issue,"CHRYSLER (FCA US, LLC)",3,2021-10-01,2022-02-01,5,3.67,3.0,3.0,0.351,7.806,0,1,Moderate signal
FORD,FOCUS,2018,ENGINE / COOLING,15,Oil consumption / low oil issue,FORD MOTOR COMPANY,3,2023-08-01,2024-02-01,5,4.0,4.0,3.43,0.387,7.684,0,1,Moderate signal
MERCEDES-BENZ,C300,2012,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"MERCEDES-BENZ USA, LLC",3,2022-06-01,2022-09-01,5,3.67,3.0,3.0,0.526,7.578,0,1,Moderate signal
FORD,ESCAPE,2015,BACK OVER PREVENTION,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,3,2025-11-01,2026-02-01,5,4.0,4.0,3.0,0.424,5.865,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2024,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",3,2024-12-01,2025-12-01,5,4.0,4.0,3.0,0.461,5.212,0,1,Moderate signal
JEEP,CHEROKEE,2016,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2020-01-01,2023-12-01,5,3.67,3.0,3.0,0.437,5.156,0,1,Moderate signal
JEEP,CHEROKEE,2016,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2020-01-01,2020-03-01,5,4.0,4.0,,0.467,4.807,0,1,Moderate signal
HYUNDAI,SONATA,2014,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HYUNDAI MOTOR AMERICA,3,2020-06-01,2022-09-01,4,4.0,4.0,4.0,0.532,17.981,0,0,Early signal
CHRYSLER,PACIFICA,2022,POWER TRAIN,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2023-07-01,2025-06-01,4,3.33,3.0,3.43,0.434,15.8,0,0,Early signal
RAM,3500,2019,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",3,2021-10-01,2022-11-01,4,3.33,3.0,4.0,0.556,15.751,0,0,Early signal
CHRYSLER,PACIFICA PLUG-IN HYBRID,2022,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2024-08-01,2024-12-01,4,3.33,3.0,3.43,0.437,14.555,0,0,Early signal
FORD,F-250,2019,SUSPENSION,12,Cruise / traction / electronic braking control issue,FORD MOTOR COMPANY,3,2020-01-01,2022-01-01,4,3.67,4.0,4.0,0.382,14.253,0,0,Early signal
KIA,CARNIVAL,2022,STRUCTURE,7,Door latch / lock / unintended opening issue,"KIA AMERICA, INC.",3,2022-06-01,2025-05-01,4,3.67,4.0,4.0,0.677,13.585,0,0,Early signal
TESLA,MODEL Y,2022,STEERING,10,Steering wheel binding / difficult turning issue,"TESLA, INC.",3,2023-11-01,2025-08-01,4,3.33,3.0,4.0,0.435,13.012,0,0,Early signal
CHRYSLER,200,2015,POWER TRAIN,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",3,2020-01-01,2025-03-01,4,3.33,3.0,4.0,0.555,12.43,0,0,Early signal
FORD,FUSION,2010,STEERING,10,Steering wheel binding / difficult turning issue,FORD MOTOR COMPANY,3,2020-01-01,2025-07-01,4,3.33,3.0,4.0,0.488,12.261,0,0,Early signal
TESLA,MODEL 3,2023,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"TESLA, INC.",3,2023-07-01,2023-09-01,4,3.33,3.0,4.0,0.576,12.147,0,0,Early signal
MAZDA,CX-9,2017,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,MAZDA MOTOR CORP.,3,2022-11-01,2024-06-01,4,3.67,4.0,4.0,0.669,11.934,0,0,Early signal
SUBARU,LEGACY,2019,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"SUBARU OF AMERICA, INC.",3,2020-02-01,2021-01-01,4,3.67,4.0,4.0,0.819,11.174,0,0,Early signal
KIA,SOUL,2013,STEERING,10,Steering wheel binding / difficult turning issue,"KIA AMERICA, INC.",3,2020-08-01,2025-05-01,4,3.33,3.0,4.0,0.69,11.007,0,0,Early signal
KIA,SOUL,2022,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",3,2025-04-01,2025-08-01,4,3.33,3.0,4.0,0.623,10.632,0,0,Early signal
FORD,FOCUS,2014,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,FORD MOTOR COMPANY,3,2020-01-01,2022-08-01,4,3.33,3.0,4.0,0.425,10.606,0,0,Early signal
GMC,TERRAIN,2015,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",3,2023-05-01,2025-01-01,4,3.67,4.0,4.0,0.525,10.475,0,0,Early signal
HYUNDAI,ELANTRA,2013,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,3,2023-12-01,2024-08-01,4,3.33,3.0,4.0,0.636,10.404,0,0,Early signal
KIA,OPTIMA,2013,ENGINE / COOLING,15,Oil consumption / low oil issue,"KIA AMERICA, INC.",3,2021-04-01,2025-03-01,4,3.33,3.0,4.0,0.571,10.226,0,0,Early signal
JEEP,PATRIOT,2016,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2021-04-01,2023-06-01,4,3.33,3.0,4.0,0.48,10.155,0,0,Early signal
CHEVROLET,TAHOE,2017,SERVICE BRAKES,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",3,2020-12-01,2022-12-01,4,3.33,3.0,4.0,0.509,10.104,0,0,Early signal
GMC,TERRAIN,2018,SERVICE BRAKES,4,Brake pedal / braking performance issue,"GENERAL MOTORS, LLC",3,2020-09-01,2024-12-01,4,3.67,4.0,4.0,0.45,10.012,0,0,Early signal
KIA,SORENTO,2017,STEERING,10,Steering wheel binding / difficult turning issue,"KIA AMERICA, INC.",3,2022-02-01,2023-01-01,4,3.33,3.0,3.43,0.501,9.945,0,0,Early signal
RAM,1500,2016,ELECTRICAL SYSTEM,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",3,2025-03-01,2025-10-01,4,4.0,4.0,4.0,0.632,9.823,0,0,Early signal
CADILLAC,SRX,2011,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",3,2021-08-01,2021-10-01,4,3.33,3.0,4.0,0.518,9.763,0,0,Early signal
FORD,EXPLORER,2016,STRUCTURE,7,Door latch / lock / unintended opening issue,FORD MOTOR COMPANY,3,2024-02-01,2025-11-01,4,3.67,4.0,4.0,0.468,9.684,0,0,Early signal
RAM,1500,2025,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",3,2025-03-01,2026-01-01,4,3.67,4.0,4.0,0.388,9.558,0,0,Early signal
RAM,1500,2016,VEHICLE SPEED CONTROL,12,Cruise / traction / electronic braking control issue,"CHRYSLER (FCA US, LLC)",3,2024-09-01,2025-12-01,4,3.33,3.0,4.0,0.713,9.508,0,0,Early signal
GMC,YUKON XL,2023,ENGINE / COOLING,15,Oil consumption / low oil issue,"GENERAL MOTORS, LLC",3,2025-02-01,2026-02-01,4,3.33,3.0,4.0,0.344,9.459,0,0,Early signal
